"var_name","t1_pooled","control1","delib1","delib2","diff_delib","p.value_d","estimate_d","delib_info1","delib_info2","diff_delib_info","p.value_di","estimate_di"
"know1",0.0397727272727273,0.0116279069767442,0.0975609756097561,0.0975609756097561,0,NA,0,0.0408163265306122,0.387755102040816,0.346938775510204,6.80360077766797e-06,0.346938775510204
"know2",0.0738636363636364,0.0348837209302326,0.146341463414634,0.170731707317073,0.024390243902439,0.323321811748291,0.024390243902439,0.0816326530612245,0.306122448979592,0.224489795918367,0.000509797935511583,0.224489795918367
"know3",0.176136363636364,0.197674418604651,0.195121951219512,0.0975609756097561,-0.0975609756097561,0.103103825239798,-0.0975609756097561,0.122448979591837,0.122448979591837,0,1,0
"know4",0.198863636363636,0.244186046511628,0.219512195121951,0.146341463414634,-0.0731707317073171,0.26190553025329,-0.0731707317073171,0.102040816326531,0.285714285714286,0.183673469387755,0.0110255611767554,0.183673469387755
"know5",0.193181818181818,0.244186046511628,0.0975609756097561,0.0975609756097561,0,1,0,0.183673469387755,0.122448979591837,-0.0612244897959184,0.261065404438345,-0.0612244897959184
"know",0.136363636363636,0.146511627906977,0.151219512195122,0.121951219512195,-0.0292682926829268,0.0831656902176069,-0.0292682926829268,0.106122448979592,0.244897959183673,0.138775510204082,9.48747442920412e-05,0.138775510204082
