ID Manually,Name,A1,A2,A3,A4,A5,A6,A7,A8,A9a-K,A9a-T,A9a-A,A9b-K,A9b-T,A9b-A,A9c-K,A9c-T,A9c-A,B1,B2-1,B2-2,B2-3,B2-4,B2-5,B2-6,B2-7,B2-8,B2-9,B3,B4a,B4b,Ca-1,Ca-2,Ca-3,Cb-1,Cb-2,Cb-3,Cb-4,Cb-5,Cb-6,Cb-7,Cb-8,D1,D2-1,D2-2,D2-3,D2-4,D2-5,D2-6,D2-7,D3-1,D3-2,D3-3,D3-4,D3-5,D3-6,D3-7,D3-8,D3-9,D3-10,D3-11,D3-12,D3-13,D3-14,D4a,D4b,D4c,D4d,D4e,D4f,D4g,D4h,D5-1,D5-2,D5-3,D5-4,D5-5,D5-6,D5-7,D5-8,D5-9,D5-10,D5-11,D5-12,D5-13,D5-14,D6a-1,D6a-2,D6a-3,D6a-4,D6a-5,D6b-1,D6b-2,D6b-3,D6b-4,D6b-5,D6b-6,D6b-7,E1,E2,E3,E4,E5,DateR,M Group,B3-12 Text,B4a-7 Text,B4b-7 Text
72,,18,Female,Karkuk,1,1,3,1,3,5,5,5,5,5,5,5,5,5,2,3,1,1,1,1,99,1,4,99,9,2,4,99,0,0,0,10,99,,5,10,10,10,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,9,2,9,2,2,2,2,2,1,,3,,2,5,,,4,,,,,,2,99,2,99,99,1,2,2,3,2,1,2,9,9,9,9,3,04/18/17,,,,
73,,18,Female,Karkuk,1,1,1,1,5,5,5,5,6,6,6,5,5,5,3,1,3,3,3,3,4,1,3,4,5,3,1,5,99,5,5,7,4,10,10,10,10,10,1,5,5,0,99,99,99,99,10,5,5,6,6,7,5,5,10,7,4,4,9,9,2,2,2,2,2,2,2,2,1,,2,,3,4,5,,,,,,,,4,4,3,2,3,1,99,2,2,3,5,4,9,9,1,3,1,04/18/17,,,,
74,,18,Female,Karkuk,1,2,3,1,4,5,7,7,8,8,8,5,5,5,2,99,99,3,1,1,2,1,2,2,5,4,1,10,0,0,2,10,10,10,10,5,10,10,3,5,0,2,3,4,4,10,2,1,0,0,0,0,0,3,6,0,0,0,0,0,2,2,2,2,2,2,2,2,1,,2,,3,5,,,4,,,,,,3,4,3,2,2,2,4,3,3,4,99,3,9,9,1,2,9,04/18/17,,,,
75,,20,Female,Karkuk,1,2,3,1,3,10,10,10,10,10,10,0,10,10,2,1,4,2,,2,1,3,4,1,6,2,5,99,99,0,0,10,5,10,10,10,10,10,3,10,10,99,0,99,99,10,0,0,0,0,0,0,0,0,10,0,0,99,99,0,,2,2,9,2,2,1,2,1,2,3,4,5,,,,,,,,,,3,4,2,99,2,3,3,4,2,99,2,3,9,1,1,9,9,04/18/17,,,,
76,,19,Female,Karkuk,1,2,3,4,2,10,10,10,8,9,7,10,10,10,5,5,1,1,3,99,3,2,99,1,6,3,4,99,10,10,10,10,10,,99,10,10,99,3,99,99,10,99,99,99,0,99,99,99,99,99,0,99,0,0,0,0,0,0,0,2,2,2,2,2,2,9,2,1,2,3,4,5,,,,,,,,,,3,2,4,4,5,2,3,3,4,3,2,2,9,1,1,2,9,04/18/17,,,,
77,,23,Female,Duz khurmatw,,1,1,2,5,10,3,5,9,2,4,10,2,3,3,4,5,5,4,3,3,2,4,1,1,6,2,0,5,10,5,10,10,10,10,10,10,10,9,1,2,4,2,10,1,0,10,9,7,5,1,5,5,5,6,0,0,2,4,3,2,2,2,2,2,2,2,2,1,3,,,,,,,,,5,2,3,,3,2,3,4,5,3,3,2,1,4,4,3,2,2,4,2,2,04/18/17,,,,
78,,25,Male,Karkuk,1,1,2,1,5,10,10,10,,,10,,,10,1,2,2,2,2,2,2,2,2,2,6,2,6,10,0,0,0,5,7,10,10,10,10,10,3,7,9,8,5,5,5,2,0,0,0,4,0,0,5,5,10,0,0,0,5,0,2,2,2,2,2,2,2,2,1,,2,,3,,4,5,,,,,,,5,3,4,1,3,1,2,3,1,1,3,4,9,9,9,3,1,04/18/17,,,,
79,,22,Male,Karkuk,1,9,2,1,4,9,9,9,5,5,5,5,5,5,4,2,3,3,5,4,3,3,4,3,9,2,1,8,3,1,2,8,8,7,8,2,9,10,3,3,3,6,5,4,3,8,7,7,8,8,5,6,6,8,9,5,5,5,3,3,2,1,2,2,2,2,2,2,3,,4,,1,5,,,2,,,,,,2,3,2,3,2,2,3,2,3,3,3,4,9,9,3,9,1,04/18/17,,,,
80,,24,Male,Karkuk,9,5,2,1,2,5,10,10,0,5,10,0,5,10,1,1,1,5,3,4,2,4,1,1,5,2,2,10,5,0,5,10,10,0,10,5,10,10,1,0,99,10,10,99,6,10,0,10,99,10,99,99,10,10,10,99,99,0,10,10,2,2,2,2,2,2,2,2,1,2,3,4,5,,,,,,,,,,1,1,2,3,4,1,1,99,3,2,1,4,1,9,1,2,1,04/18/17,,,,
81,,20,Male,Karkuk,1,1,2,1,5,,,10,,,10,,,10,5,4,4,4,4,4,4,4,4,4,1,4,5,5,5,5,10,10,10,10,10,10,10,10,1,0,0,99,0,0,0,0,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,2,3,4,5,,,,,,,,3,2,3,3,2,1,1,3,3,3,5,3,2,1,1,1,1,04/18/17,,,,
82,,24,Male,Sulaimani,4,4,1,5,4,,9,6,9,3,4,10,0,0,4,5,5,99,5,,99,4,,3,12,5,1,0,10,9,10,10,10,10,10,10,10,0,4,10,10,10,8,3,10,10,10,7,8,3,3,0,0,8,9,0,0,4,6,0,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,5,3,4,2,4,5,5,5,5,2,3,5,1,9,1,1,3,04/18/17,,?????? ???? ????? ?????????? ???? ????????????????,,
83,,19,Female,Karkuk,1,1,1,2,3,10,5,5,10,5,8,8,3,5,9,3,4,99,99,99,99,99,4,4,1,6,1,5,10,5,99,10,5,99,10,10,10,5,,99,0,99,0,10,99,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,2,2,9,9,2,9,9,2,1,,,,,2,,3,,4,,5,,,2,,3,1,3,1,2,4,1,2,4,2,9,1,9,3,9,04/18/17,,,,
84,,20,Female,Karkuk,1,1,2,1,5,6,6,6,8,8,9,6,6,6,3,3,4,4,4,4,4,3,4,4,6,2,4,5,2,2,5,7,7,7,0,0,10,10,3,6,6,6,4,5,0,8,7,7,7,6,4,3,3,8,10,1,1,1,6,9,2,2,2,2,2,2,2,2,,5,,,1,4,,,2,,,,3,,3,5,4,3,3,3,4,4,3,2,3,3,3,1,2,9,9,04/18/17,,,,
85,,20,Female,Karkuk,1,1,2,1,5,6,6,6,5,5,9,4,4,6,2,3,2,2,4,3,4,2,4,2,6,2,6,6,0,0,6,4,8,8,9,5,8,10,3,6,7,6,7,10,7,10,1,1,2,7,0,1,5,8,10,0,1,2,8,0,2,2,2,2,2,2,2,2,,,4,,2,3,,5,1,,,,,,3,2,4,2,3,2,3,4,4,5,4,3,3,1,1,9,1,04/18/17,,,,
86,,19,Female,Baghdad,3,1,2,1,3,5,5,5,5,3,7,7,6,8,3,4,3,99,2,2,3,2,99,3,12,7,7,10,4,1,5,6,10,10,10,7,10,10,2,3,2,4,1,6,2,3,3,5,7,8,3,2,5,6,4,3,1,1,7,5,2,2,2,2,2,2,2,2,,,,,1,,2,5,,3,,,4,,4,3,2,4,3,2,,3,2,3,4,3,3,1,1,1,1,04/18/17,,???????? ??? ??????? ????????,??????,??????? ??? ??????? ???????? ????????
87,,23,Male,Karkuk,1,5,1,1,2,,,10,,,10,,,5,1,1,3,5,2,2,5,3,5,2,12,5,5,10,2,0,5,,5,9,10,10,10,10,4,5,7,10,9,2,10,10,3,7,5,5,4,8,7,9,10,7,4,4,7,1,2,1,1,2,2,2,1,1,,5,4,,1,2,,3,,,,,,,2,3,3,3,2,2,4,5,4,2,4,3,9,1,1,9,1,04/18/17,,??? ????? ???????? ???? ???? ?????? ??? ????????,,
88,,18,Male,Karkuk,1,1,1,5,4,10,0,5,10,0,5,10,0,5,5,5,5,5,5,5,99,4,5,1,11,5,1,0,0,10,99,10,100,10,10,8,5,0,3,5,0,8,0,4,0,5,10,5,10,0,10,0,7,0,0,7,5,8,0,0,2,2,2,2,2,2,1,2,3,,5,,1,,2,4,,,,,,,3,1,2,4,4,2,1,4,4,5,5,1,2,4,1,1,1,04/18/17,,,,
89,,19,Male,Karkuk,9,1,1,2,4,10,2,8,8,0,0,10,0,0,4,4,3,2,4,4,3,2,3,3,3,2,6,0,2,10,99,5,5,10,10,99,10,99,1,5,0,5,0,0,99,0,10,0,99,0,99,99,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,1,,,,,,,,,,5,3,,,1,5,3,5,2,1,1,1,3,4,3,2,9,3,9,9,9,04/18/17,,,,
90,,24,Male,Haweja,3,1,2,1,5,10,10,10,8,10,10,6,6,10,2,3,3,3,3,3,3,3,3,3,5,5,5,10,0,0,5,5,5,5,10,10,10,10,3,10,10,10,10,5,3,10,2,2,5,10,6,3,3,5,10,3,1,5,3,6,1,1,1,2,2,2,1,2,,,,,,,,,,,,,,,2,4,3,2,4,2,3,4,2,2,3,3,1,1,1,2,1,04/18/17,,,,
91,,22,Male,Karkuk,1,1,3,4,4,,5,,,5,,,5,,1,4,2,2,99,2,1,2,2,99,2,6,6,5,5,0,2,5,10,10,10,10,10,10,3,99,5,7,8,6,8,7,3,1,3,3,0,3,1,10,10,0,0,2,0,4,2,2,2,2,2,2,2,2,1,,,,4,2,3,5,,,,,,,3,2,1,1,2,2,1,1,3,2,2,2,4,1,1,3,3,04/18/17,`,,,
92,,23,Male,Karkuk,1,1,3,1,4,,5,,5,5,,,10,,9,2,2,4,3,4,3,2,3,3,2,6,6,5,0,0,2,5,10,10,5,5,10,5,3,5,5,5,9,4,9,4,3,2,2,5,5,4,0,8,8,0,0,0,0,3,2,2,2,2,2,2,2,2,2,,,,5,1,,3,,,,4,,,3,2,3,2,3,2,2,3,3,2,1,3,9,1,1,3,3,04/18/17,,,,
93,,23,Male,Karkuk,1,1,3,4,3,,5,,,9,,,10,9,,2,,,,,,,,,2,6,6,5,0,1,2,5,10,10,10,10,99,10,1,0,99,10,99,0,99,10,0,99,99,0,10,5,10,10,10,0,0,0,0,4,2,2,2,2,2,2,2,2,1,,,,2,5,4,3,,,,,,,3,2,3,2,3,2,1,4,5,1,99,1,1,9,2,3,2,04/18/17,,,,
94,,24,Male,Karkuk,1,1,4,1,5,10,10,10,10,10,10,5,5,5,2,2,2,1,3,2,3,2,1,3,11,5,5,0,10,0,5,5,10,10,10,10,10,10,3,0,0,10,10,7,8,10,1,0,3,7,3,0,5,8,0,0,3,0,6,5,2,2,2,2,2,1,2,1,,,,,1,4,2,3,,5,,,,,2,4,3,1,1,2,4,2,1,2,2,2,2,1,1,2,2,04/18/17,,,????? ??? ??????? ??? ???????? ???? ?????,
95,,23,Female,Karkuk,1,1,1,2,3,10,5,5,5,5,5,10,0,0,4,5,5,5,5,5,99,5,5,99,12,2,5,0,10,10,0,10,10,10,10,10,10,10,1,0,5,10,5,10,10,10,10,10,10,0,10,0,0,0,0,0,10,0,10,0,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,3,2,5,99,1,1,2,2,,99,3,99,1,2,3,1,9,04/18/17,,,????????? ?????? ??????????,
96,,22,Female,Karkuk,1,1,1,2,3,10,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,99,1,1,1,5,10,5,5,10,10,10,10,10,10,10,1,0,0,5,0,5,10,10,10,10,10,0,10,0,0,0,0,0,0,0,10,0,2,2,2,2,2,2,2,2,1,,3,,5,,,2,,4,,,,,3,5,2,99,1,1,2,3,1,4,5,99,1,1,9,3,9,04/18/17,,,,
97,,23,Male,Karkuk,4,4,1,1,5,10,,,7,,,7,,,2,2,4,1,5,3,3,2,3,1,2,2,5,3,3,1,3,5,7,10,10,10,10,10,4,10,10,10,10,,0,10,7,0,5,5,5,5,5,6,6,0,0,0,10,5,2,2,2,1,1,1,1,2,1,3,4,5,,,,,,,2,,,,2,1,1,2,2,5,2,5,3,2,3,3,9,4,1,1,1,04/18/17,,,,
98,,21,Female,Karkuk,1,1,1,1,5,9,4,8,1,0,3,8,0,6,1,2,3,2,2,3,2,3,2,3,2,6,2,5,5,8,5,8,5,9,5,10,10,8,3,3,4,5,2,7,3,9,8,5,4,7,10,7,3,7,5,9,5,9,4,8,2,2,2,2,2,2,1,2,2,6,5,4,3,1,7,8,10,9,11,12,,,4,3,4,2,4,3,,4,3,4,2,3,2,1,2,1,1,04/18/17,,,,
99,,24,Male,Karkuk,1,5,2,1,5,10,10,10,5,5,5,5,5,5,1,1,3,99,5,2,5,2,1,2,12,7,7,10,0,0,0,10,10,10,10,10,10,10,4,10,10,10,10,5,5,10,0,5,0,0,0,0,0,5,10,0,0,0,7,1,2,1,1,2,2,1,2,2,,4,,5,1,2,,,3,,,,,,2,3,3,4,2,3,4,5,5,3,5,5,9,1,1,9,1,04/18/17,,??? ???????????? ???? ???? ?????? ???? ???? ???? ????? ??? ???????? ?????? ???? ????? ??? ????? ?????? ?????? ????? ???????? ???????? ??????? ??????? ????????? ?????? ?? ??? ?????? ??? ????????,??? ???? ????? ???????? ?? ??? ????? ????? ??????  ??????? ??? ???? ???????? ???????? ?????? ?????? ??? ???? ???????,??????? ??? ??????? ???? ???? ????? ?????? ?????? ??????? ?? ????? ????? ?????? ????? ?? ??????? ??????
100,,17,Female,Sulaimani,9,1,1,2,2,10,1,8,8,0,0,10,0,0,4,4,3,2,5,5,2,,3,3,3,2,6,0,2,10,0,10,5,10,10,10,10,10,2,5,0,0,5,0,0,0,10,0,10,0,10,0,0,10,0,0,0,0,0,0,2,1,2,1,1,2,2,2,1,5,,,,,,,,,3,,,,1,5,3,5,2,1,2,1,,3,3,3,4,1,3,9,9,04/18/17,,,,
101,,25,Male,Karkuk,1,5,,5,4,10,0,5,10,0,5,10,0,5,4,3,5,5,5,3,3,3,5,2,2,1,2,0,6,10,4,10,10,10,4,10,0,5,4,10,10,10,8,3,0,8,10,8,10,0,4,0,0,0,0,5,5,5,5,5,9,1,1,2,1,1,1,1,,1,,5,4,3,,2,,,,,,,3,2,2,2,3,5,3,4,5,3,4,3,1,1,3,2,9,04/18/17,,,,
102,,21,Male,Karkuk,1,1,1,5,3,10,5,4,10,1,1,10,3,2,5,4,5,4,5,3,3,2,3,3,1,5,5,0,5,10,5,10,10,10,5,10,0,0,4,10,10,10,9,0,8,5,10,9,10,0,10,0,0,5,0,5,5,5,6,3,1,2,1,2,1,1,1,2,2,,4,5,1,,,3,,,,,,,3,2,2,2,2,5,5,2,4,1,5,3,1,1,3,2,9,04/18/17,,,,
103,,22,Male,Karkuk,1,1,1,5,5,7,5,5,10,0,0,10,0,0,5,4,5,5,5,5,2,5,5,1,3,1,6,0,0,10,1,10,10,10,10,10,0,0,3,8,6,7,8,0,10,10,9,10,10,0,10,0,0,5,0,0,9,,6,10,2,2,1,2,2,2,2,2,1,,5,4,,2,,3,,,,,,,4,3,3,1,1,4,2,3,2,3,4,3,1,1,2,2,2,04/18/17,,,,
104,,22,Female,Karkuk,1,1,1,2,2,5,5,5,5,5,5,5,5,5,2,4,3,3,2,2,3,3,5,3,5,2,4,0,10,10,5,5,10,5,0,5,10,5,2,0,0,10,10,10,0,99,10,5,5,5,10,10,5,10,10,5,0,5,5,5,2,2,1,1,2,2,2,2,1,,,2,3,,4,,,5,,,6,,1,1,1,1,1,3,3,3,5,3,3,3,1,1,3,1,2,04/18/17,,,,
105,,23,Female,Karkuk,1,1,3,1,3,5,10,10,3,9,7,5,10,6,1,3,2,2,2,2,3,2,2,1,6,6,7,10,0,0,0,0,0,0,10,10,10,10,4,8,5,10,8,3,3,10,0,0,0,0,0,3,5,5,8,4,2,1,8,4,2,2,2,2,2,2,2,2,5,3,,,2,1,,4,,,,,,,2,3,2,3,4,2,3,2,1,2,5,3,9,9,1,9,1,04/18/17,,,,????????
106,,20,Female,Karkuk,1,9,2,5,4,10,0,5,10,0,5,10,0,5,9,1,4,99,99,99,99,99,99,99,6,4,4,0,10,10,99,99,5,10,0,5,10,10,,0,0,10,10,10,99,10,99,99,99,99,10,99,99,99,10,99,99,99,99,99,2,2,2,2,2,2,2,2,1,2,3,4,5,,,,,,,,,,2,4,1,2,5,2,5,3,3,4,5,1,9,9,2,9,1,04/18/17,,,,
107,22,22,Female,Karkuk,1,1,1,1,5,8,3,7,10,,,10,4,6,9,2,4,4,99,99,5,2,4,2,3,2,6,10,10,10,99,10,10,99,10,10,10,10,2,10,7,10,4,9,10,10,7,10,10,9,10,6,8,3,1,0,0,3,10,99,1,2,1,2,2,2,1,2,,,,5,3,2,1,,,,,4,,,3,2,1,2,1,2,1,4,2,4,3,2,2,1,1,1,2,04/18/17,,,,
108,,19,Female,Karkuk,1,1,3,1,5,5,10,10,5,7,6,4,6,8,1,3,2,2,4,2,5,1,5,4,9,6,2,2,0,0,0,10,10,10,10,10,10,10,4,3,2,6,6,10,3,10,0,0,0,3,0,0,0,6,5,0,0,0,4,0,2,1,2,2,1,1,1,9,2,,,,3,1,4,5,,,,,,,4,5,3,2,4,3,3,3,4,2,3,3,1,4,4,2,1,04/18/17,,,,
109,,23,Female,Karkuk,1,1,1,1,5,5,0,10,5,0,5,10,0,5,3,4,5,99,4,3,2,3,5,4,6,2,5,10,5,,0,10,10,10,10,,10,10,2,0,0,0,0,10,10,10,10,10,10,0,0,0,0,10,10,0,0,0,10,10,2,2,2,1,1,1,2,2,,,,,,,,,,,,,,,5,4,2,1,1,3,1,3,4,5,4,2,9,1,1,1,3,04/18/17,,,,
110,,19,Female,Erbil,1,1,1,2,3,5,99,0,99,0,99,10,0,0,2,3,4,3,3,99,99,99,99,2,3,2,2,0,10,10,99,10,99,99,10,10,10,99,1,0,99,0,99,99,99,99,10,10,10,99,99,99,99,10,99,99,99,99,99,99,2,2,2,2,2,2,2,2,1,,,3,2,,,4,,5,,,,,1,1,99,99,99,1,1,2,1,5,99,99,3,3,9,9,9,04/18/17,,???????? ????? ????? ??????? ?????,,
111,,22,Female,Karkuk,1,1,2,4,5,5,10,5,4,10,6,6,9,9,2,2,1,2,2,1,1,2,1,1,2,6,1,10,0,0,0,0,0,5,5,0,10,10,3,5,5,5,10,5,0,10,0,0,5,0,0,2,0,2,2,0,0,0,2,0,2,2,2,2,1,2,2,2,,1,,,2,3,,,5,,,5,,,1,4,3,4,2,2,4,3,4,2,3,2,9,9,1,2,3,04/18/17,,,,
112,,21,Female,Karkuk,1,1,2,1,4,5,5,5,5,5,5,5,5,5,3,2,3,3,2,3,3,2,2,2,1,5,2,10,10,0,5,5,10,10,10,10,10,10,3,0,0,10,7,5,5,5,5,5,5,5,2,0,0,0,0,0,0,2,0,5,2,2,2,2,2,2,2,2,1,2,3,4,5,,,,,,,,,,5,3,1,1,3,3,3,3,4,4,3,3,2,3,1,2,1,04/18/17,,,,
113,,18,Female,Sulaimani,4,1,1,2,3,10,,,,,,10,,,9,4,4,99,99,4,99,99,99,4,6,2,2,10,5,0,0,10,10,10,10,10,5,10,3,8,6,9,7,2,10,10,10,10,10,,,,,,,,,,,,2,2,2,2,2,1,2,2,5,2,,,,4,,3,,1,,,,,5,5,99,2,3,3,5,4,4,3,4,2,9,2,3,2,3,04/18/17,,,,
114,,23,Female,MISSING,1,1,3,4,4,5,10,4,5,5,,5,5,5,3,2,2,99,4,2,2,2,2,2,5,5,3,10,0,0,0,0,10,10,10,10,10,10,2,5,5,2,0,0,5,5,0,5,3,5,0,0,5,5,5,0,0,0,5,5,2,2,2,2,2,2,2,2,6,,,4,1,2,3,,5,,,,,,4,3,2,2,3,2,3,1,3,2,3,3,9,1,1,9,2,04/18/17,,,,
115,,24,Female,Karkuk,1,1,3,4,5,99,10,10,5,8,8,5,7,7,1,2,2,2,2,2,2,2,2,2,2,1,6,10,0,0,3,0,0,5,10,0,8,10,2,5,3,10,5,3,0,0,0,0,5,0,0,0,2,2,2,0,0,0,3,0,1,2,2,2,1,2,2,2,4,,,,2,3,,1,5,,,,,,4,4,3,3,2,3,4,3,3,3,4,3,9,1,1,2,2,04/18/17,,,,
116,,22,Female,Erbil,1,1,3,4,4,5,10,10,5,5,5,5,5,5,2,2,2,99,2,2,2,2,2,2,5,5,4,10,0,0,0,0,10,10,10,10,10,10,3,5,4,10,10,5,10,10,0,5,0,6,0,6,5,7,8,0,0,0,9,2,2,2,2,2,2,2,2,2,2,,,,5,1,3,,4,,,,,,3,5,1,1,2,3,5,5,3,3,3,3,9,9,1,9,9,04/18/17,,,,
117,,25,Female,Karkuk,1,1,1,2,5,10,5,5,10,0,0,10,5,5,3,3,1,3,3,1,1,1,1,2,6,1,5,0,10,5,5,10,5,10,10,10,10,10,4,99,99,10,6,10,10,10,10,7,10,1,5,4,7,0,10,99,99,6,9,5,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,2,5,3,1,1,4,3,4,2,4,3,4,9,9,3,9,2,04/18/17,,,,
118,,21,Female,Karkuk,1,1,1,2,4,10,5,6,9,5,6,7,0,0,3,2,4,4,3,4,2,2,2,2,1,2,4,0,10,8,5,10,8,10,6,10,10,5,3,9,6,9,6,5,5,5,9,7,6,5,5,5,5,6,6,5,5,6,6,6,2,1,1,9,9,9,1,9,1,,,,2,3,4,,5,,,,,,2,2,3,2,4,3,3,4,3,2,4,5,9,9,9,1,9,04/18/17,,,,
119,,23,Female,Karkuk,1,1,2,1,5,,5,,,5,,10,5,10,1,1,3,,2,4,5,2,99,99,12,6,2,10,0,0,10,5,10,10,10,0,10,10,3,99,99,10,10,99,10,99,99,99,10,99,99,10,10,10,10,0,0,0,10,0,2,2,2,2,2,2,2,2,1,9,8,7,,2,3,12,4,6,0,11,5,,5,5,2,5,99,2,99,5,99,3,5,2,9,1,1,9,9,04/18/17,,?? ??? ?????? ?????? (???????) ?? ??????,,
121,,22,Female,Karkuk,1,5,9,1,4,8,8,8,5,5,5,7,7,7,4,4,4,5,5,4,,4,4,3,2,1,4,9,4,4,4,8,8,8,10,8,10,10,3,10,99,10,10,10,99,10,9,9,9,8,8,8,8,9,9,5,5,5,8,8,2,2,2,1,2,2,2,2,1,5,,,2,3,,,4,,,,,,3,4,3,3,4,3,3,3,3,3,4,4,9,2,1,9,9,04/18/17,,???? ?????? ???? ??? ????????,,
122,,22,Male,Karkuk,1,1,1,9,5,10,10,10,5,5,5,5,5,5,3,2,3,3,4,4,2,2,4,2,9,1,5,3,8,2,5,4,9,10,10,10,10,9,2,0,0,2,0,6,2,10,3,3,4,7,3,2,0,4,6,0,0,0,7,6,2,2,2,1,2,2,2,2,1,,2,,,3,,,,,5,,4,,3,4,2,4,1,1,3,2,4,2,3,2,9,9,3,3,2,04/18/17,,,,
123,,21,Female,Karkuk,4,5,9,1,4,7,8,6,5,9,7,5,5,7,3,2,3,3,4,3,4,2,2,2,11,3,4,10,5,2,5,10,8,9,10,10,10,10,2,3,4,3,2,6,7,4,5,7,9,4,7,5,3,6,8,2,4,5,7,4,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,4,2,3,3,2,3,4,4,5,3,2,9,2,1,9,1,04/18/17,,,,
124,,20,Female,Karkuk,1,4,1,5,2,10,0,0,10,0,0,10,0,0,9,99,5,5,99,5,99,4,4,1,8,1,2,0,10,10,0,10,10,5,0,10,0,99,4,10,10,10,10,8,10,0,10,10,7,0,10,0,7,9,9,3,6,6,3,99,1,1,2,1,2,1,1,2,1,2,3,4,,,,5,,,,,,,3,4,1,2,3,5,5,3,4,5,5,1,9,9,2,1,9,04/18/17,,,,
125,,22,Female,Karkuk,1,1,2,3,5,,,10,,,10,,,10,2,4,1,1,4,1,4,1,4,1,10,2,6,5,,,10,10,5,10,10,10,10,10,1,0,0,99,0,99,99,99,10,99,99,0,10,0,0,0,99,0,0,0,99,10,2,2,2,2,2,2,2,2,1,,,2,3,4,,5,,,,,,,2,1,3,3,1,2,1,3,1,2,2,1,1,1,1,1,2,04/18/17,,,,
126,,25,Male,Karkuk,1,1,2,1,5,10,10,10,10,10,10,10,10,10,9,99,4,4,4,5,4,4,4,4,7,5,6,6,10,5,9,6,9,9,10,8,8,8,4,10,10,10,9,5,5,6,99,99,99,99,10,10,10,10,10,0,0,5,6,7,1,2,1,2,2,1,1,2,,,,4,3,5,1,2,,,,,,,2,3,5,2,1,5,3,3,3,3,3,3,2,9,9,2,9,04/18/17,,,,
127,,21,Male,Karkuk,1,1,1,1,5,,10,10,5,3,2,5,5,5,1,1,4,3,2,2,2,1,2,1,9,6,4,0,10,10,0,10,10,99,10,10,10,10,1,0,0,0,0,0,5,10,5,0,0,0,9,0,0,0,10,0,0,0,9,7,2,2,2,2,2,2,2,2,,,5,,3,1,2,4,,,,,,,5,5,1,2,1,1,1,99,3,5,5,3,9,9,9,9,1,04/18/17,,,,
128,,22,Male,Karkuk,1,1,1,5,3,8,6,5,8,4,5,7,6,6,2,2,1,1,1,1,1,1,2,2,12,6,6,1,10,7,5,7,9,10,9,9,0,8,2,5,6,5,5,4,10,10,2,1,0,0,4,0,0,0,3,0,0,0,5,6,9,2,2,1,2,1,2,2,2,,,,5,1,4,3,,,,7,10,,4,4,4,2,2,3,4,5,5,1,3,5,1,3,3,1,2,04/18/17,,????????? ???? ?? ???????? ?? ?????,,
129,,22,Male,Haweja,1,1,2,1,5,8,6,9,,,6,,,6,1,2,2,4,5,2,,1,,3,2,2,2,10,0,0,10,7,10,10,10,10,10,10,2,0,3,4,0,10,1,0,6,10,5,10,4,0,3,9,10,0,0,0,4,0,2,2,2,2,1,2,2,2,,5,,,1,2,3,,4,,,,,,1,2,3,2,4,1,3,2,3,5,4,3,9,3,1,3,1,04/18/17,,???????? ??? ???????? ??????,??????,??????? ?? ??????? ????????
141,,25,Male,Karkuk,1,1,2,1,2,5,5,5,5,5,5,5,5,5,3,4,2,2,2,2,3,1,1,2,2,2,4,5,5,0,0,0,5,10,10,0,10,10,1,0,0,10,5,5,0,10,0,0,0,5,5,5,0,2,10,0,3,0,5,0,2,2,2,2,2,2,1,2,,2,,4,1,3,5,,,,,,,,2,1,3,3,2,1,1,3,1,1,3,1,9,9,9,9,9,05/03/17,,,,
142,,23,Male,Karkuk,1,2,2,3,5,10,9,9,10,10,10,5,5,5,4,4,4,4,4,4,3,4,4,2,1,5,1,10,0,0,10,99,10,10,10,99,10,10,2,0,0,99,0,99,0,0,10,99,10,10,10,0,0,10,10,0,0,0,0,99,2,2,2,2,2,2,1,2,1,,,,,2,,3,,,,4,,,4,5,4,4,4,1,3,3,4,2,4,2,9,9,1,9,2,05/03/17,,,,
143,,22,Male,Diala,4,9,2,1,5,10,5,10,10,10,10,10,10,10,9,99,4,4,5,4,99,99,99,99,8,1,3,10,5,0,99,99,99,10,10,99,10,10,1,0,0,99,99,10,99,10,99,99,99,99,99,99,99,99,10,99,99,99,99,99,2,2,2,2,2,2,2,2,3,,,5,4,1,2,,,,,,,,2,2,2,2,2,1,1,2,4,4,4,2,9,9,9,9,9,05/03/17,,,,
144,,24,Male,Diala,9,9,2,1,5,9,5,10,9,4,10,9,6,10,4,3,3,3,4,4,1,2,4,4,2,1,4,10,,,5,,5,10,10,5,10,10,1,0,99,0,0,10,10,10,9,8,7,10,8,3,1,1,5,2,1,0,2,1,2,2,2,2,2,2,2,2,1,,5,,2,3,4,,,,,,,,2,5,4,4,2,2,3,4,5,4,3,5,9,9,1,9,1,05/03/17,,,,
